Назва,Адреса,46.4825,30.7233,Пн-пт,08:00–17:00,ЄДРПОУ/Ідент №,Телефони,Unnamed: 8,Unnamed: 9,100 000 ,"Сілосний, напольний",Unnamed: 12,Unnamed: 13,40 км/год,"Заднє, Бокове, гравітаційне, Шнекове, Пневматичне, Ручне",4 м,12 м,40 т,"Самоскид, зерновоз, тентовий",30 км/год,"Верхнє, бокове, Пневматичне, Шнекове, ",3.8 м,11 м,38 т,"Самоскид, зерновоз, тентовий.1",487654,25 км/год,Механічне,60 т,фронт 150 м,"піввагони, зерновози, контейнера",25 км/год.1,Механічне.1,60 т.1,фронт 150 м.1,Хопер,5 км/год,Трубопровід,річкові баржі,5 м,12 м.1,6 м,80 м,4 км/год,Крани,морські судна,7 м,15 м,7 м.1,120 м,Широта,Довгота
"Апостолове-Агро, ТОВ (с. Жовте)","53800, Дніпропетровська обл., Апостолівський, с. Жовте, вул. Яблунева буд.5",,,,,31713688.0,,(05656)9-15-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.785312,33.84175570000001
"Апостолове-Агро, ТОВ (с. Тік)","53800, Дніпропетровська обл., Апостолівський, с. Тік, вул. Центральна буд.1а",,,,,31713688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6631395,33.7293227
"ТОВ ""ТД ""Аякс""","51140, с. Личкове, Магдалинівського р-н., вул. Привокзальна, буд. 3.",,,,,36094025.0,(050)362-56-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6401923,35.2363417
"АРГО КОМ, ТОВ","51200, Дніпропетровська обл., Новомосковськ, вул.Тургенєва буд.12а",,,,,33005021.0,,(05693)7-38-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6292591,35.2092365
"АСК Укррічфлот, ПАТ (філія Дніпропетровський річковий порт)","49021, Дніпропетровська обл., Дніпропетровськ, вул. Амур-Гавань буд.11",,,,,00017733.0,"(056)721-55-50, (067)631-05-56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4954875,35.0339608
"АТ Каргілл, ТОВ","52730, Дніпропетровська обл., Петропавлівський, смт. Залізничне, вул. Польова буд.33",,,,,20010397.0, (056)790-59-60,(044)230-14-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4313714,36.493434
"АЯКС, ТОВ","51140, Дніпропетровська обл., Магдалинівський, с. Личкове, вул. Привокзальна буд.3",,,,,30198309.0,(067) 6367737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0918609,35.1997052
"Белгравія, ТОВ","52433, Дніпропетровська обл., Солонянський, с. Єлізарове, вул. Привокзальна буд.1",,,,,37144375.0,,(044)220-25-00; (05669)6-75-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1789301,34.5609393
"Божедарівський елеватор, ПрАТ","52323, Дніпропетровська обл., Криничанський, смт. Божедарівка, вул. Виконкомівська буд.1, 1А",,,,,00953869.0,,(05654)2-31-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3695082,34.4563241
"Божедарівський елеватор, ПрАТ(с. Кудашівка)","52323, Дніпропетровська обл., Криничанський, с. Кудашівка, вул. Радянська буд.48",,,,,00953869.0,,(05654)2-31-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3685961,34.4520971
"Варварівський елеватор, ТОВ","51325, Дніпропетровська обл., Юр'ївський, с. Варварівка, вул. Пристанційна 10",,,,,37397326.0,,(05635)5-02-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7071839,35.9881732
"Верховцевський елеватор, ТОВ","51660, Дніпропетровська обл., Верхньодніпровський, м. Верховцеве, вул. Вокзальна буд.19",,,,,36906202.0,,(056)370-15-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.48204579999999,34.239224
"Девладівський елеватор КП, ТОВ","53132, Дніпропетровська обл., Софіївський, с. Девладове, вул. Привокзальна буд.1Б",,,,,36595426.0,,(05650)2-41-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1016988,33.7581363
"Дніпроелеватор, ТОВ","51012, Дніпропетровська обл., Царичанський, с. Ляшківка, вул. Центральна буд.52",,,,,32815960.0,067-566-89-53,(05695)3-13-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0078411,34.3921421
"Дніпромлин, ТОВ","49038, м. Дніпро, вул. Княгині Ольги буд.10/14",,,,,37987680.0,"(056)778-28-57, (056)778-36-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.464717,35.046183
"ДП з ІІ ""Сантрейд"" (смт Просяна)","53610, Дніпропетровська обл., Покровський, смт Просяна, вул. Соборна буд.1а",,,,,25394566.0,,"(044)490-72-30, (05638)5-80-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1159807,36.372246
"ДПЗКУ, ПАТ (філія Криворізьке ХПП) Гейківка","53054, Дніпропетровська обл., Криворізький р-н., село Гейківка, вул. Вокзальна, буд. 6",,,,,37243279.0,(056)477-35-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9288189,33.0759994
"Елеваторзернопром, ТОВ","49074, Дніпропетровська обл., Дніпропетровськ, вул. Киснева буд.3а",,,,,30878327.0,,(0562)35-13-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5217034,35.0878216
"Зернопром-Агро, ТОВ","52523, Дніпропетровська обл., Синельниківський, с. Георгіївка, вул.Агропромислова буд.1а",,,,,31001455.0,,(05663)4-08-71; (0263)3-99-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3348301,35.4434879
"Комбікорм, ПрАТ","52410, Дніпропетровська обл., Солонянський, с. Сурсько-Михайлівка, вул. Центральна, буд.1",,,,,00686747.0,,(05669)3-01-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2043233,35.1731151
"Компанія Грейнфілд, ТОВ (Балівський елеватор)","52012, Дніпропетровська обл., Дніпровський р-н, с. Партизанське, вул. Заводська, буд.18А",,,,,36639164.0,(067)567-65-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5849062,34.8129248
"Мирівський елеватор, ТОВ","53540, Дніпропетровська обл., Томаківський, с. Мирове, вул. Привокзальна буд.2",,,,,36729865.0,,(05668)3-52-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7693332,34.73553
"Новомиколаївський Елеватор, ТОВ","51653, Дніпропетровська обл., Верхньодніпровський, смт. Новомиколаївка, вул. Суворова буд.1",,,,,38199598.0,,(05658)9-22-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5691032,34.3695062
"Оріль-Лідер, ПрАТ","51215, Дніпропетровська обл., Новомосковський, с. Орлівщина, вул. Шосейна буд.2",,,,,24426809.0,,(056)740-50-16; (056)740-50-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6112905,35.2893178
"Оріль-Лідер, ПрАТ (c. Китайгород)","51030, Дніпропетровська обл., Царичанський район, с. Китайгород, вул. Тельмана, буд. 30А",,,,,24426809.0, (056)740-50-17,(05690)3-01-25: (05695)3-33-76:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9030302,34.4243972
"Орільський об'єднаний елеватор, ТОВ","51250, Дніпропетровська обл., Новомосковський, смт Губиниха, Шосейна буд.1",,,,,30921733.0,,(05693)7-82-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8076286,35.2662215
"Орільський об'єднаний елеватор, ТОВ (м. Перещепине)","51223, вул. Ватутіна, буд.11-А, м. Перещепине, Новомосковський р-н., Дніпропетровська обл.",,,,,30921733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0209533,35.3098561
"Орільський об'єднаний елеватор, ТОВ (с. Кильчень)","51233, Дніпропетровська обл., Новомосковський, с. Кільчень, вул. Привокзальна буд.1-б",,,,,30921733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4771506,35.0194639
"ПАТ ""ДПЗКУ"" (філія Криворізьке ХПП)","53042, Дніпропетровська обл., Криворізький р-н., с-ще Пичугине, вул. Станційна, буд. 20а",,,,,37243279.0,,(056)477-22-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0158175,33.6023846
"Полтавське ХПП, ПрАТ (с. Девладове)","53132, Дніпропетровська обл., Софіївський, с. Девладове, вул. Чкалова буд.5",,,,,05581898.0,,(05650)2-43-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1063309,33.7524683
"ПП ""Софіївський елеватор""","Дніпропетровська обл., Софіївський р-н, с. Лошкарівка, вул. Привокзальна, буд. 54",,,,,33516411.0,(066)771-79-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4658009,34.0163599
"ПП ""Стандарт Україна"" (Будьоного, буд. 129, 60)","52600, Дніпропетровська область, Васильківський р-н., смт. Васильківка, вул. Будьоного, буд. 129, вул. Будьоного, буд. 60",,,,,34196305.0,,(05639)9-53-83; 9-24-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.219175,36.020191
"ПП ""Стандарт Україна"" (Комсомольська, буд. 5)","52600, Дніпропетровська область, Васильківський р-н., смт. Письменне, вул. Комсомольська, буд. 5",,,,,34196305.0,,(05639)9-53-83; 9-24-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.19579179999999,35.8060955
"ПП ""ТВК ""Новий Стіль""","53502, Дніпропетровська обл., Томаківський р-н, смт. Томаківка, вул. Міжколгоспбудівська, 1А",,,,,32365656.0,(095)946-82-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8172631,34.7548713
"ПрАТ ""Агро-Союз""","52511, Дніпропетровська обл., Синельниківський р-н., с. Майське, пров. Радгоспний, 5, вул. Герцена, 16",,,,,24437204.0,,(05663)5-33-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4788968,35.6096491
"ПрАТ ""Незабудинське ХПП""","Дніпропетровська обл., Солонянський р-н, с-ще Незабудине, вул Привокзальна, 1",,,,,20205000.0,,(05669)9-44-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0784366,34.4145229
"Привільнянське ХЗП, ТОВ","52405, Дніпропетровська обл., Солонянський, селище Надіївка, вул. Шосейна буд.1",,,,,36244507.0,,(056)770-00-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2294439,34.7546549
"П'ятихатський елеватор, ТОВ","52100, Дніпропетровська обл., П'ятихатський, м. П'ятихатки, вул. Клименка буд.1,Клименка буд.1-Б",,,,,36532303.0,,(05651)3-15-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4137175,33.7082672
"Роздорський елеватор, ТОВ","52532, Дніпропетровська обл., Синельниківський, с. Роздори, ул. Залізнична буд.4",,,,,34985827.0,,(05663)4-94-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3269478,35.7104255
"Світанок, Агрофірма, ТОВ","51800, Дніпропетровська обл., Петриківський, смт Петриківка, проспект Калнишевського, буд.2",,,,,30824884.0,,(05634)2-49-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7156341,34.6201449
"Синельникове-Агро, ТОВ","52500, Дніпропетровська обл., Синельникове, м. Синельникове, провулок Уютний буд.10-А",,,,,31802641.0,,(05663)4-15-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.339589,35.513137
"Славгород-Агро, ТОВ","52580, Дніпропетровська обл., Синельниківський, смт Славгород, вул. Майська буд.1",,,,,31824780.0,,(05663)4-74-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1234742,35.5157767
"Техуніверсал-Індустрія, ТОВ","53110, Дніпропетровська обл., Софіївський, с. Райполе, вул. Садова буд.1-А",,,,,34560852.0,(097)289-27-81,(05643)8-89-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2017011,33.6917546
"ТОВ ""АЛКЕЯ""","53742, вул. Центральна, буд. 1А, с. Карпівка, Широківський р-н, Дніпропетровська область",,,,,40610455.0,(067)279-18-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6431188,33.1206081
"ТОВ ""БУДІВЕЛЬНО-ПРОЕКТНА КОМПАНІЯ ""ПОЛІСТРОЙ""","51400, Дніпропетровська обл., м. Павлоград, вул. Заводська, буд. 1-А",,,,,40018799.0,(067)636-15-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5552309,35.8480592
"ТОВ ""ВП ""ПЕРЕРОБНИК""","53003, Дніпропетровська область, Криворізький р-н., с. Коломійцеве, вул. Цюрупи, буд. 5",,,,,39865410.0,,(056)493-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9690942,33.5257194
"ТОВ ""КАМ'ЯНСЬКИЙ ЕЛЕВАТОР""","Дніпропетровська область, м. Дніпродзержинськ, вул. Січеславський шлях, буд. 151а",,,,,32535562.0,(067)565-03-40,(056)789-59-80(82),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4815513,34.659211
"ТОВ ""ОПТІМУСАГРО ТРЕЙД"" (Демурине)","52921, Дніпропетровська обл., Межівський р-н, смт. Демурине, вул. Южна, 1",,,,,41161689.0,,(05630)6-17-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1784926,36.4685086
"ТОВ ""ОПТІМУСАГРО ТРЕЙД"" (Дмитрівка)","52740, Дніпропетровська обл., Петропавлівський р-н, с. Дмитрівка, вул. Станційна, буд. 1",,,,,41161689.0,,(056)312-36-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4048807,36.1688385
"ТОВ ""ОПТІМУСАГРО ТРЕЙД"" (Межова)","52900, Дніпропетровська обл., Межівський р-н, смт. Межова, вул. Центральна, 9",,,,,41161689.0,,(05630)6-17-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.250644,36.733325
"ТОВ ""ОПТІМУСАГРО ТРЕЙД"" (Могилів)","51040,Дніпропетровська область, Царичанський р-н., с. Могилів, вул. Дніпропетровська, 106",,,,,41161689.0,(050)361-25-51, (05662)3-21-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8592145,34.486171
"ТОВ ""ОПТІМУСАГРО ТРЕЙД"" (Нікополь)","52208, Дніпропетровська обл., м. Нікополь, вул. Електрометалургів, 224",,,,,41161689.0,(050)423-99-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.589953,34.3816301
"ТОВ ""ОПТІМУСАГРО ТРЕЙД"" (Новомосковськ)","51200, Дніпропетровська обл., м. Новомосковськ, вул. Погрузна, 4",,,,,41161689.0,(050)481-65-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.63477959999999,35.2253314
"ТОВ ""ОПТІМУСАГРО ТРЕЙД"" (Радушне)","53081, Дніпропетровська обл., Криворізький р-н, смт. Радушне, вул. Заводська, буд. 6",,,,,41161689.0,,(056)477-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8258921,33.4972735
"ТОВ ""ОПТІМУСАГРО ТРЕЙД"" (Словянка)","52911, Дніпропетровська обл., Межівський р-н, с. Словянка, вул. Залізнична, 3",,,,,41161689.0,,(05630)6-17-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3988002,36.7105422
"ТОВ ""Павлоградзернопродукт"" (Варварівка)","51325, Дніпропетровська обл., Юр'ївський р-н, с. Варварівка, вул. Залізнична, 2",,,,,31980957.0,,(05635)50-2-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7071839,35.9881732
"ТОВ ""Павлоградзернопродукт"" (Новомосковськ)","51200, Дніпропетровська обл., м. Новомосковськ, вул. Тургенєва, 16",,,,,31980957.0,,(05635)50-2-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6257573,35.20862049999999
"ТОВ ""Павлоградзернопродукт"" ТОВ ""Павлоградзернопродукт"" (Варварівка)","51325, Дніпропетровська обл., Юр'ївський, с.Варварівка, вул. Пристанційна буд. 26а",,,,,31980957.0,,(05663)5-02-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7071839,35.9881732
"ТОВ ""П'ятихатська зернова компанія""","Дніпропетровська обл., П'ятихатський р-н, с. Красноіванівка, вул. П'ятихатська, 52-3",,,,,24226677.0,(098)604-26-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3558789,33.7310076
"ТОВ ""Сервіс-Груп ЛТД""","Дніпропетровська обл., Криворізький р-н, с. Широке, вул. Зоотехнічна, 6Г",,,,,33355883.0,(068)974-17-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.964516,33.6332361
"ТОВ ""Сонячне насіння плюс"" (Васильківка)","52600, Дніпропетровська обл., с. Васильківка, вул. Різдвяна, 72",,,,,00688321.0,(095)359-85-83,(05639)9-22-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2091341,36.0259003
"ТОВ ""Чаплинський елеватор""","Дніпропетровська область, Васильківський р-н., смт. Чаплине, пров. Братський, 1А",,,,,33475269.0,(068)027-76-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.127709,36.226484
"ТОВ Агрофірма ""Колос""","Дніпровська обл., Царичанський р-н, с. Могилів, вул. Степова, 32а",,,,,20250934.0,(050)363-18-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8592145,34.486171
"ТОВ АФ ""Олімпекс-Агро""","51230, Дніпропетровська обл., Новомосковський, с.Кільчень, вул.Привокзальна буд.1-Г",,,,,30195842.0,,(05693)7-38-52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8874101,35.3235943
"ТОВ Контрактова, Агрофірма","53600, Дніпропетровська обл., Покровський, смт Покровське, вул. Пушкіна буд.85",,,,,30878273.0,,(05638)2-10-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9704153,36.2129598
"ТОВ ФІРМА ""АДВЕРС""","51700, Дніпропетровська обл., м. Вільногірськ, вул. Привокзальна, 1А",,,,,40387906.0,,(05653)3-56-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4656804,34.0131581
"Унірем-Сервіс , ТОВ","52323, Дніпропетровська обл., Криничанський, смт Щорськ, вул. Виконкомівська буд.29а",,,,,36442090.0,,(05654)2-31-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3512987,34.1110712
"Хлібна база № 73, Держрезерв","53250, Дніпропетровська обл., Нікопольський, с. Павлопілля, вул. 40 років Перемоги буд.64",,,,,20204928.0,,(05650)2-32-87;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6092927,34.340552
"Юнігрейн-Базис, ТОВ","51610, Дніпропетровська обл., Верхньодніпровський, с. Мишурин Ріг, вул. Б. Хмельницького буд.1",,,,,35269447.0,,(05658)9-51-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8501874,33.9563454
"Амарант-Агро, ТОВ","85400, Донецька обл., Селидове, Вокзальна буд.5",,,,,31949531.0,,(062)377-20-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1475145,37.297136
"АП-ГРУПП, ТОВ","87440, Донецька обл., Першотравневий, с. Широка Балка, вул. Гоголя буд.18",,,,,36319142.0,,(0629)40-33-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.05724379999999,37.4128546
"АПК-ІНВЕСТ, ПрАТ","85325, Донецька обл., Покровський, с. Рівне, вул. Шопена буд.28",,,,,34626750.0,,(056)736-21-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2995106,37.2192148
"Артемівський КХП, ТОВ","84500, пров. Чайковського, 9, м. Бахмут, Донецька обл.",,,,,33063696.0,,(06274)3-20-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5957328,37.9858554
"Бета-Агро-Інвест, ТОВ","86020, Донецька обл., Ясинуватський, смт Очеретине, вул. Залізнична буд.10",,,,,30844997.0,,(06236)4-30-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.24434489999999,37.6115725
